Année;Dépense/Recette;Investissement/Fonctionnement;Chapitre;Libellé chapitre;Rubrique fonctionnelle;Article;Libellé article;Montant;Réel/Ordre id/Ordre diff
2010;Dépense;Fonctionnement;C937;AMENAGEMENT ET ENVIRONNEMENT;R9370;A61558;Entretien et réparations sur autres biens mobiliers;50000.0;OR
2010;Dépense;Fonctionnement;C937;AMENAGEMENT ET ENVIRONNEMENT;R93731;A61523;Entretien et réparations sur voies et réseaux;590000.0;OR
2010;Dépense;Fonctionnement;C937;AMENAGEMENT ET ENVIRONNEMENT;R93738;A60632;Fournitures de petit équipement;7000.0;OR
2010;Dépense;Fonctionnement;C937;AMENAGEMENT ET ENVIRONNEMENT;R9370;A60622;Carburants;20000.0;OR
2010;Dépense;Fonctionnement;C936;RESEAUX ET INFRASTRUCTURES;R93621;A6451;Cotisations à l  U.R.S.S.A.F.;1083900.0;OR
2010;Dépense;Fonctionnement;C936;RESEAUX ET INFRASTRUCTURES;R93621;A64131;Rémunérations du personnel non titulaire;1356300.0;OR
2010;Dépense;Fonctionnement;C936;RESEAUX ET INFRASTRUCTURES;R93621;A64118;Autres indemnités;1791700.0;OR
2010;Dépense;Fonctionnement;C936;RESEAUX ET INFRASTRUCTURES;R93621;A64111;Rémunération principale;4035700.0;OR
2010;Dépense;Fonctionnement;C936;RESEAUX ET INFRASTRUCTURES;R93621;A6283;Frais de nettoyage des locaux;157000.0;OR
2010;Dépense;Fonctionnement;C936;RESEAUX ET INFRASTRUCTURES;R9360;A62268;Autres honoraires. conseils...;812000.0;OR
2010;Dépense;Fonctionnement;C936;RESEAUX ET INFRASTRUCTURES;R93621;A60633;Fournitures de voirie;311250.0;OR
2010;Dépense;Fonctionnement;C936;RESEAUX ET INFRASTRUCTURES;R93621;A60631;Fournitures d entretien;3000.0;OR
2010;Dépense;Fonctionnement;C9356;REVENU DE SOLIDARITE ACTIVE (RSA);R93567;A6748;Autres subventions exceptionnelles;50000.0;OR
2010;Dépense;Fonctionnement;C9356;REVENU DE SOLIDARITE ACTIVE (RSA);R93564;A65737;Subventions de fonctionnement aux autres établissements publics locaux;100000.0;OR
2010;Dépense;Fonctionnement;C9356;REVENU DE SOLIDARITE ACTIVE (RSA);R93568;A65662;Contrat d initiave emploi;873530.64;OR
2010;Dépense;Fonctionnement;C9356;REVENU DE SOLIDARITE ACTIVE (RSA);R93564;A65661;Contrats d accompagnement dans l emploi;2016130.88;OR
2010;Dépense;Fonctionnement;C9356;REVENU DE SOLIDARITE ACTIVE (RSA);R93567;A65171;RSA-Versement pour allocations forfaitaires;121400000.0;OR
2010;Dépense;Fonctionnement;C9356;REVENU DE SOLIDARITE ACTIVE (RSA);R93564;A6513;Bourses;298075.0;OR
2010;Dépense;Fonctionnement;C9355;PERSONNES DEPENDANTES (APA);R93551;A673;Titres annulés (sur exercices antérieurs);20000.0;OR
2010;Dépense;Fonctionnement;C935;ACTION SOCIALE (hors RMI et RSA);R9353;A673;Titres annulés (sur exercices antérieurs);127000.0;OR
2010;Dépense;Fonctionnement;C935;ACTION SOCIALE (hors RMI et RSA);R9352;A673;Titres annulés (sur exercices antérieurs);85000.0;OR
2010;Dépense;Fonctionnement;C935;ACTION SOCIALE (hors RMI et RSA);R9351;A6574;Subventions de fonctionnement aux associations et autres organismes de droit privé;2775665.0;OR
2010;Dépense;Fonctionnement;C935;ACTION SOCIALE (hors RMI et RSA);R9353;A65738;Subventions de fonctionnement aux organismes publics divers;892763.0;OR
2010;Dépense;Fonctionnement;C935;ACTION SOCIALE (hors RMI et RSA);R9353;A65731;Subventions de fonctionnement à l Etat;75000.0;OR
2010;Dépense;Fonctionnement;C935;ACTION SOCIALE (hors RMI et RSA);R9351;A6563;Participations financières à l action des clubs et équipes de prévention;11284000.0;OR
2010;Dépense;Fonctionnement;C935;ACTION SOCIALE (hors RMI et RSA);R9350;A654;Pertes sur créances irrécouvrables;1020000.0;OR
2010;Dépense;Fonctionnement;C935;ACTION SOCIALE (hors RMI et RSA);R9351;A6525;Frais d inhumation;10000.0;OR
2010;Dépense;Fonctionnement;C935;ACTION SOCIALE (hors RMI et RSA);R9351;A65223;En établissements scolaires;5700000.0;OR
2010;Dépense;Fonctionnement;C935;ACTION SOCIALE (hors RMI et RSA);R9353;A652224;Etablissements pour personnes agées;60120000.0;OR
2011;Dépense;Fonctionnement;C9356;REVENU DE SOLIDARITE ACTIVE (RSA);R93561;A65734;Subventions de fonctionnement aux Communes et structure intercommunales;2800000.0;OR
2011;Dépense;Fonctionnement;C9356;REVENU DE SOLIDARITE ACTIVE (RSA);R93568;A673;Titres annulés (sur exercices antérieurs);5000.0;OR
2011;Recette;Fonctionnement;C9356;REVENU DE SOLIDARITE ACTIVE (RSA);R93568;A7532;RECOUVRMENTS RMA;60000.0;OR
2011;Dépense;Fonctionnement;C936;RESEAUX ET INFRASTRUCTURES;R93621;A60611;Eau et assainissement;14000.0;OR
2011;Dépense;Fonctionnement;C936;RESEAUX ET INFRASTRUCTURES;R9360;A60632;Fournitures de petit équipement;765.0;OR
2011;Dépense;Fonctionnement;C936;RESEAUX ET INFRASTRUCTURES;R93621;A6064;Fournitures administratives;69700.0;OR
2011;Dépense;Fonctionnement;C936;RESEAUX ET INFRASTRUCTURES;R9360;A6064;Fournitures administratives;3750.0;OR
2011;Dépense;Fonctionnement;C936;RESEAUX ET INFRASTRUCTURES;R9361;A6068;Autres matières et fournitures;2700.0;OR
2011;Dépense;Fonctionnement;C936;RESEAUX ET INFRASTRUCTURES;R9361;A61521;Entretien et réparations sur terrains;15000.0;OR
2011;Dépense;Fonctionnement;C936;RESEAUX ET INFRASTRUCTURES;R93621;A617;Etudes et reherches;400000.0;OR
2011;Dépense;Fonctionnement;C936;RESEAUX ET INFRASTRUCTURES;R93621;A62268;Autres honoraires. conseils...;5000.0;OR
2011;Dépense;Fonctionnement;C936;RESEAUX ET INFRASTRUCTURES;R93621;A6283;Frais de nettoyage des locaux;135000.0;OR
2011;Dépense;Fonctionnement;C936;RESEAUX ET INFRASTRUCTURES;R93621;A64111;Rémunération principale;4756040.0;OR
2011;Dépense;Fonctionnement;C936;RESEAUX ET INFRASTRUCTURES;R93621;A64118;Autres indemnités;2087170.0;OR
2011;Dépense;Fonctionnement;C936;RESEAUX ET INFRASTRUCTURES;R93621;A6453;Cotisations aux caisses de retraite;1470940.0;OR
2011;Dépense;Fonctionnement;C936;RESEAUX ET INFRASTRUCTURES;R93621;A6574;Subventions de fonctionnement aux associations et autres organismes de droit privé;31778.0;OR
2011;Dépense;Fonctionnement;C937;AMENAGEMENT ET ENVIRONNEMENT;R9370;A60632;Fournitures de petit équipement;128000.0;OR
2011;Dépense;Fonctionnement;C937;AMENAGEMENT ET ENVIRONNEMENT;R9370;A6135;Locations mobilières;41500.0;OR
2011;Dépense;Fonctionnement;C937;AMENAGEMENT ET ENVIRONNEMENT;R93731;A61523;Entretien et réparations sur voies et réseaux;627600.0;OR
2011;Dépense;Fonctionnement;C937;AMENAGEMENT ET ENVIRONNEMENT;R9372;A617;Etudes et reherches;45000.0;OR
2011;Dépense;Fonctionnement;C937;AMENAGEMENT ET ENVIRONNEMENT;R93738;A62268;Autres honoraires. conseils...;9450.0;OR
2011;Dépense;Fonctionnement;C937;AMENAGEMENT ET ENVIRONNEMENT;R9370;A6247;Transports collectifs du personnel;7500.0;OR
2011;Dépense;Fonctionnement;C937;AMENAGEMENT ET ENVIRONNEMENT;R9370;A6262;Frais de télécommunications;52000.0;OR
2011;Dépense;Fonctionnement;C937;AMENAGEMENT ET ENVIRONNEMENT;R9370;A62878;Remboursements de frais à des tiers;57600.0;OR
2011;Dépense;Fonctionnement;C937;AMENAGEMENT ET ENVIRONNEMENT;R9370;A6336;Cotisations au C.N.F.P.T. et au centre de gestion de la fonction publique territoriale;148790.0;OR
2011;Dépense;Fonctionnement;C937;AMENAGEMENT ET ENVIRONNEMENT;R9370;A6451;Cotisations à l  U.R.S.S.A.F.;1751530.0;OR
2011;Dépense;Fonctionnement;C937;AMENAGEMENT ET ENVIRONNEMENT;R9371;A65888;Autres;1900000.0;OR
2011;Dépense;Fonctionnement;C937;AMENAGEMENT ET ENVIRONNEMENT;R9372;A6746;Bonifications d intérêts;9278436.0;OR
2011;Recette;Fonctionnement;C937;AMENAGEMENT ET ENVIRONNEMENT;R9370;A7038;Autres redevances et recettes;50000.0;OR
2011;Recette;Fonctionnement;C937;AMENAGEMENT ET ENVIRONNEMENT;R9370;A7474;Participations des communes et structures intercommunales;45000.0;OR
2011;Dépense;Fonctionnement;C938;TRANSPORTS;R93821;A6227;Frais d actes et de contentieux;52000.0;OR
2011;Dépense;Fonctionnement;C938;TRANSPORTS;R9380;A627;Services bancaires et assimilés;250.0;OR
2011;Dépense;Fonctionnement;C938;TRANSPORTS;R9381;A6574;Subventions de fonctionnement aux associations et autres organismes de droit privé;338250.0;OR
2011;Recette;Fonctionnement;C939;DEVELOPPEMENT ECONOMIQUE;R9393;A7588;Autres produits divers de gestion courante;89000.0;OR
2011;Recette;Fonctionnement;C941;IMPOSITIONS DIRECTES;R941;A7321;Taxe départementale de publicité foncière et droit départemental d enregistrement;342400000.0;OR
2011;Recette;Fonctionnement;C942;IMPOSITIONS DIRECTES;R942;A7411;Dotation forfaitaire;249914844.0;OR
2011;Dépense;Fonctionnement;C943;DOTATIONS ET PARTICIPATIONS;R943;A668;Autres charges financières;1950000.0;OR
2011;Dépense;Fonctionnement;C943;DOTATIONS ET PARTICIPATIONS;R943;A6711;Intérêts moratoires et pénalités sur marché;108500.0;OR
2011;Recette;Fonctionnement;C943;DOTATIONS ET PARTICIPATIONS;R943;A761;Produits de participations;295000.0;OR
2011;Recette;Fonctionnement;C945;FRAIS DE FONCTIONNEMENT DU GROUPE DES ELUS;R945;A7815;Reprises sur provisions pour risques et charges de fonctionnement courant;3044340.0;OR
2011;Dépense;Fonctionnement;C946;PROVISIONS;R946;A6811;Dotations aux amortissements des immobilisations incorporelles et corporelles;189412979.0;OE
2010;Recette;Investissement;C921;DEVELOPPEMENT ECONOMIQUE;R921;A10224;Versement pour dépassement du plafond légal de densité (P.L.D.);5500000.0;OR
2010;Recette;Investissement;C902;ENSEIGNEMENT;R90221;A1332;DDEC transférable affectée à l équipement;6958065.0;OR
2010;Recette;Investissement;C902;ENSEIGNEMENT;R90221;A1314;Subventions d équipement transférables - Communes et structures intercommunales;5245520.5;OR
2010;Recette;Investissement;C951;VIREMENT A LA SECTION DE FONCTIONNEMENT;R951;A021;Virement de la section de fonctionnement;30864000.0;OE
2010;Recette;Investissement;C926;OPERATIONS PATRIMONIALES;R926;A281848;Amortissement des autres matériels de bureau et mobiliers;2000000.0;OE
2010;Recette;Investissement;C926;OPERATIONS PATRIMONIALES;R926;A28157;Amortissement du matériel et outillage techniques;2200000.0;OE
2010;Recette;Investissement;C926;OPERATIONS PATRIMONIALES;R926;A281314;Amortissement des bâtiments culturels et sportifs;1776000.0;OE
2010;Recette;Investissement;C926;OPERATIONS PATRIMONIALES;R926;A281312;Amortissement des bâtiments scolaires;42000000.0;OE
2010;Recette;Investissement;C926;OPERATIONS PATRIMONIALES;R926;A281311;Amortissement des bâtiments administratifs;8150000.0;OE
2010;Recette;Investissement;C926;OPERATIONS PATRIMONIALES;R926;A2808;Amortissement des autres immobilisations incorporelles;160000.0;OE
2010;Recette;Investissement;C926;OPERATIONS PATRIMONIALES;R926;A28043;Amortissement des subventions d équipement versées aux établissements scolaires pour leurs dépenses d équipement;350000.0;OE
2010;Recette;Investissement;C926;OPERATIONS PATRIMONIALES;R926;A28042;Amortissement des subventions d équipement versées aux personnes de droit privé;17000000.0;OE
2010;Recette;Investissement;C926;OPERATIONS PATRIMONIALES;R926;A280416;Amortissement des subventions d équipement versées aux SPIC;2050000.0;OE
2010;Recette;Fonctionnement;C943;DOTATIONS ET PARTICIPATIONS;R943;A7711;Dédits et pénalités perçus;1000.0;OR
2010;Recette;Fonctionnement;C942;IMPOSITIONS DIRECTES;R942;A74834;Etat - compensation au titre des éxonérations de la taxe foncière sur les propriétés bâties;345893.0;OR
2010;Recette;Fonctionnement;C942;IMPOSITIONS DIRECTES;R942;A74783;Fonds de mobilisation départemental pour l insertion;8500000.0;OR
2010;Recette;Fonctionnement;C941;IMPOSITIONS DIRECTES;R941;A7362;Taxes additionnelle à la taxe de séjour;10000.0;OR
2010;Recette;Fonctionnement;C941;IMPOSITIONS DIRECTES;R941;A7322;Taxe départementale additionnelle à certains droits d enregistrement;3000000.0;OR
2010;Recette;Fonctionnement;C941;IMPOSITIONS DIRECTES;R941;A7321;Taxe départementale de publicité foncière et droit départemental d enregistrement;250000000.0;OR
2010;Recette;Fonctionnement;C940;DEVELOPPEMENT ECONOMIQUE;R940;A7311;Contributions directes;366812716.0;OR
2010;Recette;Fonctionnement;C939;DEVELOPPEMENT ECONOMIQUE;R9393;A7588;Autres produits divers de gestion courante;30000.0;OR
2010;Recette;Fonctionnement;C937;AMENAGEMENT ET ENVIRONNEMENT;R9370;A7068;Autres redevances et droits;10000.0;OR
2010;Recette;Fonctionnement;C9356;REVENU DE SOLIDARITE ACTIVE (RSA);R93567;A7788;PRODUITS EXCEPTIONNELS DIVERS;1000.0;OR
2010;Recette;Fonctionnement;C9355;PERSONNES DEPENDANTES (APA);R93552;A7533;APA;100000.0;OR
2010;Recette;Fonctionnement;C9354;REVENU MINIMUM D'INSERTION (RMI);R935471;A7788;PRODUITS EXCEPTIONNELS DIVERS;1000.0;OR
2010;Recette;Fonctionnement;C935;ACTION SOCIALE (hors RMI et RSA);R9352;A7788;PRODUITS EXCEPTIONNELS DIVERS;24480.09;OR
2010;Recette;Fonctionnement;C935;ACTION SOCIALE (hors RMI et RSA);R9351;A7788;PRODUITS EXCEPTIONNELS DIVERS;20000.0;OR
2010;Recette;Fonctionnement;C935;ACTION SOCIALE (hors RMI et RSA);R9358;A7513;Recouvrements sur bénéficiaires. tiers-payants et successions;5250100.0;OR
2010;Recette;Fonctionnement;C935;ACTION SOCIALE (hors RMI et RSA);R9353;A7513;Recouvrements sur bénéficiaires. tiers-payants et successions;22555000.0;OR
2010;Recette;Fonctionnement;C934;PREVENTION MEDICO-SOCIALE;R9342;A7512;Recouvrements sur Sécurité Sociale et organismes mutualistes;500000.0;OR
2010;Recette;Fonctionnement;C934;PREVENTION MEDICO-SOCIALE;R9341;A7512;Recouvrements sur Sécurité Sociale et organismes mutualistes;1600000.0;OR
2010;Recette;Fonctionnement;C933;CULTURE, VIE SOCIALE, JEUNESSE, SPORTS ET LOISIRS;R93311;A70323;Redevance d occupation du domaine public départemental;6700.0;OR
2010;Recette;Fonctionnement;C933;CULTURE, VIE SOCIALE, JEUNESSE, SPORTS ET LOISIRS;R9332;A6459;Remboursements sur charges de Sécurité Sociale et de prévoyance;80000.0;OR
2010;Recette;Fonctionnement;C932;ENSEIGNEMENT;R93221;A7473;Participations des départements;680000.0;OR
2010;Recette;Fonctionnement;C930;SERVICES GENERAUX;R930202;A7788;PRODUITS EXCEPTIONNELS DIVERS;324000.0;OR
2010;Dépense;Investissement;C923;DOTATIONS ET PARTICIPATIONS;R923;A16449;Emprunts assortis d une option de tirage sur ligne de trésorerie - opérations afférentes à l option de tirage sur ligne de trésorerie;150000000.0;OR
2010;Dépense;Investissement;C923;DOTATIONS ET PARTICIPATIONS;R923;A16441;Emprunts assortis d une option de tirage sur ligne de trésorerie - Opérations afférentes à l emprunts;150000000.0;OR
2010;Dépense;Investissement;C917;AMENAGEMENT ET ENVIRONNEMENT;R9172;A20414;Subventions d équipement versées aux communes;350000.0;OR
2010;Dépense;Investissement;C915;REVENU DE SOLIDARITE ACTIVE (RSA);R9153;A204178;Autres;753202.97;OR
2010;Dépense;Investissement;C913;CULTURE, VIE SOCIALE, JEUNESSE, SPORTS ET LOISIRS;R9133;A2042;Subventions d équipement versées aux personnes de droit privé;8733.0;OR
2010;Dépense;Investissement;C912;ENSEIGNEMENT;R91221;A2042;Subventions d équipement versées aux personnes de droit privé;966927.08;OR
2010;Dépense;Investissement;C912;ENSEIGNEMENT;R9123;A20418;Organismes publics divers;114337.0;OR
2010;Dépense;Investissement;C912;ENSEIGNEMENT;R9128;A20415;Subventions d équipement versées aux autres groupements de collectivités;30000.0;OR
2010;Dépense;Investissement;C911;SECURITE;R9110;A20414;Subventions d équipement versées aux communes;384.0;OR
2010;Dépense;Investissement;C907;AMENAGEMENT ET ENVIRONNEMENT;R9072;A2748;Autres prêts;235000.0;OR
2010;Dépense;Investissement;C907;AMENAGEMENT ET ENVIRONNEMENT;R9072;A231313;Constructions bâtiments sociaux et médico-sociaux en cours;150000.0;OR
2010;Dépense;Investissement;C907;AMENAGEMENT ET ENVIRONNEMENT;R9070;A21848;Autres matériel de bureau et mobiliers;100000.0;OR
2010;Dépense;Investissement;C907;AMENAGEMENT ET ENVIRONNEMENT;R90738;A216;Collections et oeuvres d art;218000.0;OR
2010;Dépense;Investissement;C907;AMENAGEMENT ET ENVIRONNEMENT;R9070;A2128;Autres agencements et aménagements;249800.0;OR
2010;Dépense;Investissement;C906;RESEAUX ET INFRASTRUCTURES;R90621;A23152;Installations de voirie en cours;9800000.0;OR
2010;Dépense;Investissement;C906;RESEAUX ET INFRASTRUCTURES;R9060;A2182;Matériel de transports;300000.0;OR
2010;Dépense;Investissement;C906;RESEAUX ET INFRASTRUCTURES;R9060;A2157;Matériel et outillage technique;25000.0;OR
2010;Dépense;Investissement;C906;RESEAUX ET INFRASTRUCTURES;R90621;A2121;Plantations d arbres et arbustes;200000.0;OR
2010;Dépense;Investissement;C906;RESEAUX ET INFRASTRUCTURES;R90621;A2031;Frais d études;1220000.0;OR
2010;Dépense;Investissement;C905;ACTION SOCIALE (hors RMI et RSA);R9052;A21848;Autres matériel de bureau et mobiliers;30000.0;OR
2010;Dépense;Investissement;C905;ACTION SOCIALE (hors RMI et RSA);R9058;A2157;Matériel et outillage technique;3000.0;OR
2010;Dépense;Investissement;C905;ACTION SOCIALE (hors RMI et RSA);R9051;A2157;Matériel et outillage technique;54943.0;OR
2010;Dépense;Investissement;C903;CULTURE, VIE SOCIALE, JEUNESSE, SPORTS ET LOISIRS;R9032;A2314;Constructions sur sol d autrui en cours;139000.0;OR
2010;Dépense;Investissement;C903;CULTURE, VIE SOCIALE, JEUNESSE, SPORTS ET LOISIRS;R90315;A2188;Autres;2000.0;OR
2010;Dépense;Fonctionnement;C935;ACTION SOCIALE (hors RMI et RSA);R9358;A65561;Fonds Solidarité logement (FSL);6590000.0;OR
2010;Dépense;Fonctionnement;C935;ACTION SOCIALE (hors RMI et RSA);R9353;A65228;Autres frais d hébergement;40000.0;OR
2010;Dépense;Fonctionnement;C935;ACTION SOCIALE (hors RMI et RSA);R9352;A652224;Etablissements pour personnes agées;2828184.0;OR
2010;Dépense;Fonctionnement;C935;ACTION SOCIALE (hors RMI et RSA);R9351;A6521;Frais de scolarité et frais périscolaires;1883300.0;OR
2010;Dépense;Fonctionnement;C935;ACTION SOCIALE (hors RMI et RSA);R9352;A651123;Aides au titre du fonds départemental de compensation du handicap;150000.0;OR
2010;Dépense;Fonctionnement;C935;ACTION SOCIALE (hors RMI et RSA);R9352;A6511212;Prestation de compension du handicap-moins de 20 ans;700000.0;OR
2010;Dépense;Fonctionnement;C935;ACTION SOCIALE (hors RMI et RSA);R9352;A6511211;Prestation de compension du handicap-plus de 20 ans;9904795.0;OR
2010;Dépense;Fonctionnement;C935;ACTION SOCIALE (hors RMI et RSA);R9353;A6451;Cotisations à l  U.R.S.S.A.F.;775600.0;OR
2010;Dépense;Fonctionnement;C935;ACTION SOCIALE (hors RMI et RSA);R9352;A6451;Cotisations à l  U.R.S.S.A.F.;589200.0;OR
2010;Dépense;Fonctionnement;C935;ACTION SOCIALE (hors RMI et RSA);R9351;A64126;Indemnités de licenciement;280000.0;OR
2010;Dépense;Fonctionnement;C935;ACTION SOCIALE (hors RMI et RSA);R9358;A64113;NBI;4500.0;OR
2010;Dépense;Fonctionnement;C935;ACTION SOCIALE (hors RMI et RSA);R9351;A64112;Supplément famillial de traitement et indemnité de résidence;953100.0;OR
2010;Dépense;Fonctionnement;C935;ACTION SOCIALE (hors RMI et RSA);R9352;A64111;Rémunération principale;2232500.0;OR
2010;Dépense;Fonctionnement;C935;ACTION SOCIALE (hors RMI et RSA);R9358;A6338;Autres impôt. taxes et versements assimilés sur rémunérations;700.0;OR
2010;Dépense;Fonctionnement;C935;ACTION SOCIALE (hors RMI et RSA);R9352;A6338;Autres impôt. taxes et versements assimilés sur rémunérations;8900.0;OR
2010;Dépense;Fonctionnement;C935;ACTION SOCIALE (hors RMI et RSA);R9353;A6332;Cotisations versées au F.N.A.L.;21400.0;OR
2010;Dépense;Fonctionnement;C935;ACTION SOCIALE (hors RMI et RSA);R9350;A6332;Cotisations versées au F.N.A.L.;88700.0;OR
2010;Dépense;Fonctionnement;C935;ACTION SOCIALE (hors RMI et RSA);R9352;A6331;Versement de transport;77500.0;OR
2010;Dépense;Fonctionnement;C935;ACTION SOCIALE (hors RMI et RSA);R9350;A6331;Versement de transport;465800.0;OR
2010;Dépense;Fonctionnement;C935;ACTION SOCIALE (hors RMI et RSA);R9351;A6288;Autres charges diverses sur services extérieurs;16500.0;OR
2010;Dépense;Fonctionnement;C935;ACTION SOCIALE (hors RMI et RSA);R9351;A62878;Remboursements de frais à des tiers;5713005.0;OR
2010;Dépense;Fonctionnement;C935;ACTION SOCIALE (hors RMI et RSA);R9350;A6283;Frais de nettoyage des locaux;470000.0;OR
2010;Dépense;Fonctionnement;C935;ACTION SOCIALE (hors RMI et RSA);R9351;A627;Services bancaires et assimilés;1200.0;OR
2010;Dépense;Fonctionnement;C935;ACTION SOCIALE (hors RMI et RSA);R9352;A6245;Transports de personnes extérieures à la collectivité;21312.0;OR
2010;Dépense;Fonctionnement;C935;ACTION SOCIALE (hors RMI et RSA);R9351;A61558;Entretien et réparations sur autres biens mobiliers;46250.0;OR
2010;Dépense;Fonctionnement;C935;ACTION SOCIALE (hors RMI et RSA);R9351;A614;Charges locatives et de copropriété;428454.0;OR
2010;Dépense;Fonctionnement;C935;ACTION SOCIALE (hors RMI et RSA);R9352;A6132;Locations immmobilières;124400.0;OR
2010;Dépense;Fonctionnement;C935;ACTION SOCIALE (hors RMI et RSA);R9350;A6132;Locations immmobilières;4361185.0;OR
2014;Dépense;Fonctionnement;C933;CULTURE, VIE SOCIALE, JEUNESSE, SPORTS ET LOISIRS;R9330;A6331;Versement de transport;1.0;OR
2014;Dépense;Fonctionnement;C933;CULTURE, VIE SOCIALE, JEUNESSE, SPORTS ET LOISIRS;R93311;A6241;Transports de biens;1000.0;OR
2014;Dépense;Fonctionnement;C933;CULTURE, VIE SOCIALE, JEUNESSE, SPORTS ET LOISIRS;R93312;A6188;Autres frais divers;17500.0;OR
2014;Dépense;Fonctionnement;C933;CULTURE, VIE SOCIALE, JEUNESSE, SPORTS ET LOISIRS;R93315;A6182;Documentation générale et technique;26525.0;OR
2014;Dépense;Fonctionnement;C933;CULTURE, VIE SOCIALE, JEUNESSE, SPORTS ET LOISIRS;R93311;A6182;Documentation générale et technique;600.0;OR
2014;Dépense;Fonctionnement;C933;CULTURE, VIE SOCIALE, JEUNESSE, SPORTS ET LOISIRS;R93314;A61558;Entretien et réparations sur autres biens mobiliers;67000.0;OR
2014;Dépense;Fonctionnement;C933;CULTURE, VIE SOCIALE, JEUNESSE, SPORTS ET LOISIRS;R9332;A61522;Entretien et réparations sur bâtiments;283000.0;OR
2014;Dépense;Fonctionnement;C933;CULTURE, VIE SOCIALE, JEUNESSE, SPORTS ET LOISIRS;R9332;A6135;Locations mobilières;57400.0;OR
2014;Dépense;Fonctionnement;C933;CULTURE, VIE SOCIALE, JEUNESSE, SPORTS ET LOISIRS;R9332;A6068;Autres matières et fournitures;458000.0;OR
2014;Dépense;Fonctionnement;C933;CULTURE, VIE SOCIALE, JEUNESSE, SPORTS ET LOISIRS;R93311;A6065;Livres. disques. casettes (bibliothèques. médiatèques);10500.0;OR
2014;Dépense;Fonctionnement;C933;CULTURE, VIE SOCIALE, JEUNESSE, SPORTS ET LOISIRS;R9332;A60636;Habillement et Vêtements de travail;65500.0;OR
2014;Dépense;Fonctionnement;C933;CULTURE, VIE SOCIALE, JEUNESSE, SPORTS ET LOISIRS;R93315;A60611;Eau et assainissement;6523.0;OR
2014;Dépense;Fonctionnement;C934;PREVENTION MEDICO-SOCIALE;R9342;A6338;Autres impôt. taxes et versements assimilés sur rémunérations;607.0;OR
2014;Dépense;Fonctionnement;C934;PREVENTION MEDICO-SOCIALE;R9341;A61558;Entretien et réparations sur autres biens mobiliers;10000.0;OR
2014;Dépense;Fonctionnement;C934;PREVENTION MEDICO-SOCIALE;R9341;A6068;Autres matières et fournitures;61500.0;OR
2014;Dépense;Fonctionnement;C934;PREVENTION MEDICO-SOCIALE;R9342;A60612;Energie - Electricité;9791.0;OR
2014;Recette;Fonctionnement;C935;ACTION SOCIALE (hors RMI et RSA);R9353;A773;Mandats annulés (sur exercices antérieurs) ou atteints par la déchéance quadriénale;51000.0;OR
2014;Recette;Fonctionnement;C935;ACTION SOCIALE (hors RMI et RSA);R9351;A773;Mandats annulés (sur exercices antérieurs) ou atteints par la déchéance quadriénale;210000.0;OR
2014;Recette;Fonctionnement;C935;ACTION SOCIALE (hors RMI et RSA);R9352;A7535;PCH;400000.0;OR
2014;Recette;Fonctionnement;C935;ACTION SOCIALE (hors RMI et RSA);R9353;A7513;Recouvrements sur bénéficiaires. tiers-payants et successions;24000000.0;OR
2014;Recette;Fonctionnement;C935;ACTION SOCIALE (hors RMI et RSA);R9351;A7512;Recouvrements sur Sécurité Sociale et organismes mutualistes;20000.0;OR
2014;Recette;Fonctionnement;C935;ACTION SOCIALE (hors RMI et RSA);R9358;A74788;Autres participations des autres organismes;150000.0;OR
2014;Recette;Fonctionnement;C935;ACTION SOCIALE (hors RMI et RSA);R9352;A7478218;Autres organismes publics;851000.0;OR
2014;Recette;Fonctionnement;C935;ACTION SOCIALE (hors RMI et RSA);R9352;A747813;Dotation versée au titre des MDPH;1012934.0;OR
2014;Recette;Fonctionnement;C935;ACTION SOCIALE (hors RMI et RSA);R9352;A7472;Participations des régions;851000.0;OR
2014;Recette;Fonctionnement;C935;ACTION SOCIALE (hors RMI et RSA);R9352;A6419;Remboursements sur rémunérations du personnel;4095000.0;OR
2014;Dépense;Fonctionnement;C935;ACTION SOCIALE (hors RMI et RSA);R9352;A65888;Autres;400.0;OR
2014;Dépense;Fonctionnement;C935;ACTION SOCIALE (hors RMI et RSA);R9353;A65737;Subventions de fonctionnement aux autres établissements publics locaux;811096.0;OR
2014;Dépense;Fonctionnement;C935;ACTION SOCIALE (hors RMI et RSA);R9358;A6568;Autres participations;100000.0;OR
2014;Dépense;Fonctionnement;C935;ACTION SOCIALE (hors RMI et RSA);R9358;A65561;Fonds Solidarité logement (FSL);6590000.0;OR
2014;Dépense;Fonctionnement;C935;ACTION SOCIALE (hors RMI et RSA);R9353;A6525;Frais d inhumation;20000.0;OR
2014;Dépense;Fonctionnement;C935;ACTION SOCIALE (hors RMI et RSA);R9351;A652416;Services d aides éducatives en milieux ouverts et à domicile;15500000.0;OR
2014;Dépense;Fonctionnement;C935;ACTION SOCIALE (hors RMI et RSA);R9351;A652412;Maisons d enfants à caractère social;35300000.0;OR
2014;Dépense;Fonctionnement;C935;ACTION SOCIALE (hors RMI et RSA);R9351;A6523;Frais d hospitalisation;110000.0;OR
2014;Dépense;Fonctionnement;C935;ACTION SOCIALE (hors RMI et RSA);R9353;A6522;Accueil familial;30000.0;OR
2014;Dépense;Fonctionnement;C935;ACTION SOCIALE (hors RMI et RSA);R9351;A65211;Frais de scolarité;504000.0;OR
